Name,l,b,r,a,b,e,angle,rc_pc,rc_min,rc_error,d_min,d_max,dist,dmod,dist_e,pmra,pmra_e,pmdec,pmdec_e,r_pm,member,cal_mem,age,br,brbv,bl,blbv,corresponding_clusters
333,155.85 ,-5.81 ,0.61 ,0.72 ,0.52 ,0.29 ,12.19 ,2.68 ,12.76 ,0.08 ,617,831,724.78 ,723,40.95 ,2.53 ,0.14 ,-6.47 ,0.13 ,0.36 ,30,56.61 ,8.8,9.97 ,0.48 ,9.97 ,0.48 ,0
334,156.80 ,-2.22 ,0.39 ,0.42 ,0.36 ,0.14 ,-52.31 ,1.33 ,5.07 ,0.04 ,842,956,898.25 ,899,30.43 ,-1.05 ,0.09 ,-2.59 ,0.08 ,0.24 ,40,96.93 ,7.25,10.18 ,0.40 ,11.12 ,0.39 ,"FSR_0686__cgoc__3,FSR_0686__khar__1,FSR_0686__dias__1"
335,157.41 ,0.51 ,0.73 ,0.82 ,0.64 ,0.22 ,-4.79 ,1.27 ,5.04 ,0.22 ,816,934,873.25 ,869,29.75 ,1.55 ,0.12 ,-4.05 ,0.10 ,0.31 ,88,213.51 ,8.75,10.89 ,0.89 ,11.96 ,0.53 ,FSR_0687__dias__1
336,159.36 ,-3.02 ,0.73 ,0.85 ,0.63 ,0.26 ,-17.72 ,2.09 ,7.39 ,0.13 ,909,1033,971.03 ,971,29.02 ,2.23 ,0.15 ,-1.35 ,0.11 ,0.35 ,90,192.73 ,8.6,10.07 ,0.37 ,11.57 ,0.33 ,"Gulliver_11__cgoc__2d,NGC_1582__cgoc__3,NGC_1582__khar__1,NGC_1582__dias__1,NGC_1582__cocd__1"
337,159.45 ,-3.09 ,0.42 ,0.49 ,0.36 ,0.28 ,-1.25 ,0.00 ,0.01 ,0.00 ,855,977,915.18 ,916,27.03 ,0.40 ,0.13 ,-2.23 ,0.09 ,0.27 ,30,73.23 ,7.6,11.75 ,0.64 ,11.92 ,0.16 ,"Gulliver_11__cgoc__3,NGC_1582__cgoc__1,NGC_1582__khar__1,NGC_1582__dias__1,NGC_1582__cocd__1"
338,159.81 ,-14.60 ,1.88 ,2.03 ,1.74 ,0.14 ,-22.48 ,3.68 ,32.18 ,0.19 ,284,504,392.64 ,393,24.60 ,3.37 ,0.29 ,-4.47 ,0.29 ,0.70 ,217,256.37 ,7,5.72 ,-0.02 ,5.72 ,-0.02 ,Per_OB2__khar__1
339,160.48 ,-17.81 ,0.50 ,0.59 ,0.43 ,0.27 ,56.06 ,0.00 ,0.01 ,0.00 ,263,375,318.28 ,318,20.70 ,4.38 ,0.57 ,-6.51 ,0.59 ,1.53 ,190,263.74 ,7,8.86 ,1.11 ,9.81 ,0.70 ,"IC_348__cgoc__3,IC_348__khar__1,IC_348__dias__1,IC_348__cocd__1"
340,160.64 ,0.17 ,0.93 ,1.24 ,0.70 ,0.43 ,-13.87 ,1.21 ,5.55 ,0.20 ,669,832,748.09 ,750,32.78 ,2.13 ,0.10 ,-6.29 ,0.11 ,0.24 ,25,60.58 ,8.6,8.69 ,1.61 ,11.31 ,0.37 ,"Ruprecht_148__khar__1,FSR_0702__khar__1,Ruprecht_148__dias__1"
341,160.75 ,-5.62 ,1.71 ,2.13 ,1.38 ,0.35 ,11.30 ,0.59 ,2.85 ,2.09 ,566,864,710.89 ,715,61.21 ,0.23 ,0.09 ,-4.22 ,0.13 ,0.27 ,25,47.92 ,8.9,11.42 ,0.41 ,11.42 ,0.41 ,"FSR_0697__khar__1,COIN-Gaia_10__coin__1"
342,161.41 ,-12.63 ,2.30 ,2.82 ,1.88 ,0.33 ,7.98 ,11.23 ,63.81 ,0.61 ,513,706,607.33 ,605,36.58 ,-0.77 ,0.15 ,-5.73 ,0.15 ,0.38 ,73,101.30 ,8.6,8.18 ,1.34 ,9.89 ,0.26 ,UBC4__ubc__2d
343,162.12 ,26.30 ,2.44 ,3.05 ,1.95 ,0.36 ,-4.75 ,1.61 ,27.10 ,0.48 ,106,302,204.53 ,204,15.64 ,-2.83 ,0.51 ,-31.27 ,0.52 ,1.21 ,47,47.00 ,7.95,5.77 ,-0.11 ,5.77 ,-0.11 ,RSG2__rsg__2d
344,162.30 ,-19.38 ,0.97 ,1.10 ,0.85 ,0.23 ,79.84 ,1.15 ,9.75 ,0.14 ,284,527,401.32 ,405,36.06 ,2.90 ,0.30 ,-5.28 ,0.17 ,0.55 ,52,72.18 ,6.85,8.18 ,0.13 ,8.33 ,0.10 ,"Alessi_Teutsch_10__dias__1,UBC19__ubc__2d"
345,162.53 ,-5.82 ,0.53 ,0.57 ,0.49 ,0.14 ,1.42 ,1.78 ,9.22 ,0.03 ,618,708,664.16 ,664,18.29 ,3.54 ,0.14 ,-5.64 ,0.13 ,0.34 ,63,153.09 ,8.9,10.10 ,1.61 ,10.73 ,0.64 ,COIN-Gaia_11__coin__3
346,165.05 ,-4.62 ,1.12 ,1.29 ,0.97 ,0.25 ,-29.34 ,2.49 ,13.23 ,0.30 ,517,784,652.13 ,647,46.33 ,-1.29 ,0.13 ,-2.43 ,0.10 ,0.30 ,20,42.98 ,8.8,10.79 ,0.92 ,10.98 ,0.48 ,FSR_0742__khar__1
347,165.93 ,0.22 ,0.60 ,0.89 ,0.40 ,0.55 ,13.33 ,1.05 ,3.93 ,0.25 ,856,984,918.77 ,917,29.61 ,-0.46 ,0.12 ,-3.70 ,0.06 ,0.22 ,19,35.89 ,7.9,10.21 ,0.13 ,10.21 ,0.13 ,0
348,166.11 ,2.14 ,0.53 ,0.63 ,0.44 ,0.30 ,-8.95 ,2.73 ,9.91 ,0.07 ,881,1011,945.69 ,946,32.32 ,2.58 ,0.12 ,-4.66 ,0.10 ,0.30 ,56,105.68 ,8.6,9.79 ,1.25 ,10.98 ,0.18 ,COIN-Gaia_12__coin__3
349,166.48 ,-23.60 ,2.99 ,3.22 ,2.77 ,0.14 ,-17.14 ,1.84 ,46.61 ,0.12 ,130,142,135.82 ,136,2.67 ,19.96 ,0.93 ,-45.45 ,0.97 ,2.27 ,743,743.00 ,8.25,5.43 ,-0.04 ,5.62 ,-0.09 ,"Melotte_22__cgoc__3,Melotte_22__khar__1,MWSC_5621__khar__1,Melotte_22__dias__1,Melotte_22__cocd__1"
350,167.21 ,19.42 ,1.47 ,2.05 ,1.05 ,0.49 ,12.23 ,3.90 ,30.22 ,0.13 ,357,538,443.79 ,444,23.40 ,-4.88 ,0.17 ,-6.39 ,0.17 ,0.42 ,37,37.83 ,8,9.32 ,0.21 ,9.32 ,0.21 ,0
351,167.46 ,-0.33 ,0.32 ,0.37 ,0.28 ,0.25 ,-75.37 ,1.03 ,3.73 ,0.07 ,847,1051,949.61 ,949,43.54 ,1.36 ,0.09 ,-6.58 ,0.10 ,0.33 ,21,50.60 ,8.2,9.43 ,0.30 ,9.43 ,0.30 ,COIN-Gaia_14__coin__3
352,167.48 ,14.40 ,0.47 ,0.51 ,0.43 ,0.15 ,-30.19 ,2.17 ,12.07 ,0.06 ,574,662,616.83 ,618,17.08 ,1.11 ,0.15 ,-0.65 ,0.13 ,0.35 ,72,99.75 ,8.2,7.74 ,1.22 ,9.55 ,0.07 ,"ASCC_23__cgoc__3,ASCC_23__khar__1,ASCC_23__dias__1"
353,167.60 ,4.86 ,3.00 ,3.93 ,2.29 ,0.42 ,4.11 ,6.24 ,41.76 ,0.23 ,433,594,513.66 ,514,26.75 ,-3.77 ,0.20 ,-1.69 ,0.19 ,0.46 ,211,249.70 ,8,6.07 ,0.66 ,9.51 ,0.03 ,"Collinder_62__khar__1,SAI_47__khar__1,Berkeley_70__khar__1,Waterloo_2__khar__1,FSR_0736__khar__1,FSR_0749__khar__1,FSR_0761__khar__1,Collinder_62__dias__1,SAI_47__dias__1,Berkeley_70__dias__1,Waterloo_2__dias__1,FSR_0761__dias__1,FSR_0763__dias__1,COIN-Gaia_13__coin__3"
354,167.75 ,-2.64 ,1.03 ,1.21 ,0.87 ,0.27 ,-12.40 ,1.74 ,18.16 ,0.07 ,235,425,329.71 ,330,14.17 ,0.77 ,0.23 ,-12.39 ,0.23 ,0.59 ,75,76.68 ,7.95,8.16 ,0.22 ,8.16 ,0.22 ,"RSG_1__cgoc__3,FSR_0744__khar__1,FSR_0753__khar__1,FSR_0744__dias__1,FSR_0753__dias__1,RSG1__rsg__3"
355,168.92 ,-15.71 ,1.42 ,2.01 ,1.01 ,0.50 ,32.07 ,1.22 ,31.16 ,0.31 ,11,262,136.75 ,135,27.02 ,8.69 ,0.71 ,-25.47 ,0.80 ,1.88 ,41,41.00 ,7,6.52 ,0.00 ,6.52 ,0.00 ,"LDN_1495W__khar__1,FSR_0762__khar__1"
356,169.14 ,-10.66 ,3.34 ,3.96 ,2.82 ,0.29 ,1.77 ,47.34 ,255.51 ,6.05 ,515,767,636.73 ,637,52.38 ,-1.65 ,0.16 ,-1.97 ,0.19 ,0.36 ,81,152.85 ,8.85,8.03 ,0.46 ,9.77 ,0.07 ,"FSR_0756__khar__1,Czernik_18__khar__1,FSR_0768__khar__1,FSR_0767__khar__1,FSR_0756__dias__1,Czernik_18__dias__1"
357,169.46 ,9.90 ,2.71 ,3.04 ,2.42 ,0.20 ,1.76 ,6.80 ,32.63 ,0.36 ,576,856,712.76 ,716,59.35 ,-0.33 ,0.12 ,-1.21 ,0.11 ,0.28 ,36,58.51 ,8.2,8.02 ,0.06 ,8.02 ,0.06 ,0
358,169.73 ,-0.48 ,0.73 ,0.79 ,0.68 ,0.14 ,-3.28 ,1.88 ,12.15 ,0.10 ,473,588,531.80 ,531,19.61 ,-0.51 ,0.09 ,-9.21 ,0.11 ,0.29 ,31,43.03 ,8.2,9.17 ,0.21 ,9.17 ,0.21 ,"IRAS_05100+3723__khar__1,BDSB_68__khar__1,Kronberger_18__khar__1,Kronberger_18__dias__1"
359,169.87 ,-1.15 ,2.27 ,2.57 ,2.00 ,0.22 ,1.83 ,3.19 ,19.60 ,1.15 ,428,692,555.38 ,560,44.48 ,-2.49 ,0.12 ,-4.23 ,0.13 ,0.28 ,30,41.71 ,8.1,10.22 ,0.20 ,10.22 ,0.20 ,"SAI_41__khar__1,NGC_1778__khar__1,Teutsch_132__khar__1,IRAS_05100+3723__khar__1,BDSB_68__khar__1,Kronberger_18__khar__1,SAI_46__khar__1,ASCC_14__khar__1,ASCC_15__khar__1,SAI_41__dias__1,NGC_1778__dias__1,Teutsch_132__dias__1,Kronberger_18__dias__1,SAI_46__dias__1,ASCC_14__dias__1,ASCC_15__dias__1,NGC_1778__cocd__1,COIN-Gaia_15__coin__1,COIN-Gaia_17__coin__1,COIN-Gaia_18__coin__1"
360,170.52 ,2.66 ,1.42 ,1.59 ,1.27 ,0.20 ,-18.93 ,16.61 ,65.86 ,0.56 ,769,988,871.95 ,867,51.76 ,-0.76 ,0.19 ,-2.14 ,0.19 ,0.44 ,108,203.81 ,7.9,8.82 ,1.30 ,10.98 ,0.10 ,"Teutsch_52__khar__1,Teutsch_52__dias__1,FSR_0763__dias__1,Stock_10__dias__1,Stock_10__cocd__1"
361,170.54 ,0.32 ,1.46 ,1.90 ,1.12 ,0.41 ,-6.11 ,9.19 ,33.44 ,0.23 ,840,1050,943.79 ,945,49.39 ,-0.23 ,0.12 ,-0.72 ,0.10 ,0.29 ,46,97.49 ,7.9,7.45 ,0.01 ,7.45 ,0.01 ,"BDSB_68__khar__1,Kronberger_18__khar__1,SAI_46__khar__1,ASCC_15__khar__1,Czernik_21__khar__1,Kronberger_18__dias__1,SAI_46__dias__1,ASCC_15__dias__1,Czernik_21__dias__1,COIN-Gaia_17__coin__1"
362,171.22 ,-3.38 ,1.37 ,1.52 ,1.25 ,0.18 ,16.26 ,0.02 ,0.09 ,0.00 ,843,1091,969.25 ,967,60.82 ,-0.05 ,0.18 ,-2.95 ,0.20 ,0.44 ,81,172.67 ,7.9,9.84 ,0.50 ,11.69 ,0.38 ,Dolidze_15__dias__1
363,171.77 ,3.58 ,1.83 ,2.11 ,1.59 ,0.25 ,-0.17 ,1.96 ,18.69 ,0.21 ,254,470,360.24 ,361,22.12 ,-3.13 ,0.26 ,-0.48 ,0.25 ,0.69 ,162,162.00 ,8.1,7.49 ,0.11 ,7.49 ,0.11 ,"Stock_10__cgoc__3,Stock_10__khar__1,Teutsch_2__khar__1,FSR_0763__dias__1,Stock_10__dias__1,Teutsch_2__dias__1,Stock_10__cocd__1"
364,172.96 ,-8.16 ,2.98 ,3.06 ,2.90 ,0.05 ,44.57 ,1.40 ,26.88 ,0.30 ,59,353,196.51 ,179,64.73 ,4.62 ,0.72 ,-24.76 ,0.79 ,1.79 ,64,64.00 ,7.3,6.72 ,1.19 ,15.72 ,-0.37 ,"FSR_0767__khar__1,Czernik_19__khar__1,FSR_0771__khar__1,Skiff_J0507+30.8__khar__1,Czernik_19__dias__1,Skiff_J0507+30.8__dias__1"
365,174.36 ,11.24 ,3.47 ,3.92 ,3.07 ,0.22 ,-3.26 ,14.05 ,81.33 ,0.42 ,476,712,594.60 ,594,53.40 ,-1.81 ,0.26 ,-2.96 ,0.25 ,0.59 ,190,263.24 ,8,7.05 ,1.28 ,7.27 ,-0.12 ,"NGC_2192__khar__1,FSR_0811__khar__1,NGC_2192__dias__1"
366,175.26 ,3.56 ,2.09 ,2.39 ,1.84 ,0.23 ,-0.69 ,6.00 ,27.30 ,0.87 ,648,862,753.50 ,755,47.54 ,2.08 ,0.17 ,-6.44 ,0.16 ,0.44 ,77,125.41 ,8.6,5.84 ,0.33 ,10.22 ,0.23 ,"Sh2_235__khar__1,Sh2_235B__khar__1,BDSB_73__khar__1,FSR_0799__khar__1,Koposov_10__khar__1,King_8__khar__1,Koposov_10__dias__1,King_8__dias__1"
367,176.45 ,-33.27 ,4.91 ,5.35 ,4.50 ,0.16 ,4.34 ,5.83 ,123.78 ,0.65 ,41,305,166.19 ,162,45.53 ,24.93 ,0.67 ,-24.34 ,0.52 ,1.33 ,42,42.00 ,7.95,5.04 ,-0.18 ,16.85 ,-0.30 ,0
368,177.00 ,-3.52 ,1.29 ,1.34 ,1.23 ,0.08 ,-13.99 ,5.99 ,25.13 ,0.07 ,711,931,824.47 ,819,48.48 ,3.33 ,0.10 ,-5.92 ,0.11 ,0.25 ,34,64.41 ,7.9,11.32 ,0.43 ,11.33 ,0.37 ,"Berkeley_19__khar__1,ASCC_17__khar__1,NGC_1896__khar__1,Berkeley_19__dias__1,ASCC_17__dias__1,NGC_1896__dias__1,NGC_1896__cocd__1"
369,177.42 ,-1.28 ,0.73 ,0.92 ,0.57 ,0.38 ,-29.23 ,3.07 ,14.43 ,0.14 ,664,798,729.99 ,731,25.07 ,0.08 ,0.06 ,-2.89 ,0.08 ,0.21 ,18,38.69 ,8.85,10.66 ,0.57 ,11.44 ,0.38 ,0
370,177.47 ,-0.31 ,3.31 ,3.69 ,2.96 ,0.20 ,11.57 ,14.53 ,73.59 ,0.83 ,562,796,677.43 ,679,46.42 ,1.94 ,0.12 ,-1.13 ,0.13 ,0.29 ,66,107.82 ,8.7,9.72 ,0.57 ,10.77 ,0.20 ,"NGC_1960__cgoc__1,ASCC_17__khar__1,NGC_1896__khar__1,NGC_1960__khar__1,FSR_0807__khar__1,Koposov_36__khar__1,FSR_0815__khar__1,FSR_0812__khar__1,BDSB_74__khar__1,FSR_0816__khar__1,FSR_0817__khar__1,Koposov_27__khar__1,Berkeley_71__khar__1,FSR_0821__khar__1,FSR_0799__khar__1,FSR_0823__khar__1,Teutsch_45__khar__1,FSR_0826__khar__1,Teutsch_10__khar__1,IRAS_05439+3035__khar__1,Basel_4__khar__1,Czernik_23__khar__1,Koposov_43__khar__1,ASCC_17__dias__1,NGC_1896__dias__1,NGC_1960__dias__1,FSR_0807__dias__1,FSR_0814__dias__1,Koposov_36__dias__1,FSR_0815__dias__1,FSR_0812__dias__1,FSR_0816__dias__1,FSR_0817__dias__1,Teutsch_1__dias__1,Koposov_27__dias__1,Berkeley_71__dias__1,FSR_0821__dias__1,FSR_0823__dias__1,Teutsch_45__dias__1,FSR_0826__dias__1,Teutsch_10__dias__1,Basel_4__dias__1,Czernik_23__dias__1,Koposov_43__dias__1,FSR_0828__dias__1,NGC_1896__cocd__1,NGC_1960__cocd__1"
371,178.39 ,-10.52 ,3.05 ,3.60 ,2.59 ,0.28 ,-7.37 ,14.88 ,101.52 ,0.24 ,405,603,500.58 ,504,39.19 ,1.24 ,0.26 ,-5.12 ,0.34 ,0.69 ,236,326.33 ,7.5,7.33 ,0.78 ,9.94 ,0.26 ,"NGC_1750__cgoc__1,NGC_1758__cgoc__1,FSR_0820__khar__1,NGC_1746__khar__1,FSR_0841__khar__1,Platais_4__khar__1,NGC_1802__khar__1,NGC_1746__dias__1,NGC_1750__dias__1,NGC_1758__dias__1,Platais_4__dias__1,NGC_1802__dias__1,NGC_1746__cocd__1,Platais_4__cocd__1,NGC_1802__cocd__1"
372,178.44 ,5.89 ,3.57 ,4.21 ,3.02 ,0.28 ,29.25 ,11.93 ,76.22 ,1.18 ,408,693,529.94 ,538,45.11 ,-3.01 ,0.16 ,-2.47 ,0.16 ,0.36 ,62,73.37 ,7.9,9.39 ,0.04 ,9.39 ,0.04 ,"King_8__khar__1,NGC_2099__khar__1,Koposov_12__khar__1,FSR_0839__khar__1,FSR_0833__khar__1,DC_8__khar__1,King_8__dias__1,NGC_2099__dias__1,Koposov_12__dias__1,Kronberger_60__dias__1,DC_8__dias__1,NGC_2099__cocd__1"
373,179.14 ,-10.69 ,0.75 ,0.82 ,0.68 ,0.16 ,22.30 ,2.83 ,13.59 ,0.06 ,667,772,718.29 ,715,27.24 ,-0.94 ,0.15 ,-2.38 ,0.14 ,0.37 ,193,315.13 ,7.9,9.00 ,0.34 ,9.00 ,0.34 ,"NGC_1750__cgoc__3,NGC_1758__cgoc__1,NGC_1746__khar__1,NGC_1746__dias__1,NGC_1750__dias__1,NGC_1758__dias__1,NGC_1746__cocd__1"
374,179.16 ,-10.45 ,0.39 ,0.48 ,0.32 ,0.32 ,17.14 ,1.00 ,3.92 ,0.05 ,825,937,881.48 ,881,28.37 ,3.15 ,0.14 ,-3.47 ,0.12 ,0.36 ,127,239.48 ,8.6,9.94 ,1.55 ,11.95 ,0.52 ,"NGC_1750__cgoc__1,NGC_1758__cgoc__3,NGC_1746__khar__1,NGC_1746__dias__1,NGC_1750__dias__1,NGC_1758__dias__1,NGC_1746__cocd__1"
375,179.78 ,-21.72 ,3.89 ,4.17 ,3.63 ,0.13 ,-8.01 ,1.51 ,110.42 ,1.56 ,42,52,46.80 ,47,1.74 ,107.33 ,5.08 ,-25.27 ,4.90 ,10.66 ,110,110.00 ,8.7,3.29 ,1.22 ,14.07 ,-0.38 ,"Melotte_25__khar__1,MWSC_5634__khar__1,Melotte_25__dias__1"
376,181.14 ,6.54 ,1.86 ,2.30 ,1.50 ,0.35 ,-6.79 ,5.70 ,32.55 ,0.43 ,478,732,600.49 ,602,54.74 ,-1.61 ,0.18 ,-2.06 ,0.15 ,0.39 ,65,90.20 ,8,8.52 ,0.12 ,8.69 ,0.00 ,"DC_8__khar__1,DC_8__dias__1"
377,181.37 ,-3.54 ,1.73 ,2.14 ,1.40 ,0.35 ,77.05 ,9.89 ,45.05 ,0.18 ,662,873,763.63 ,755,51.32 ,-1.62 ,0.26 ,-4.74 ,0.24 ,0.61 ,170,319.42 ,7.1,8.58 ,2.45 ,9.42 ,0.07 ,"Gulliver_22__cgoc__3,Dol-Dzim_3__khar__1,FSR_0842__khar__1,Dol-Dzim_4__khar__1,NGC_1996__khar__1,Dol_Dzim_3__dias__1,FSR_0842__dias__1,Dol_Dzim_4__dias__1,NGC_1996__dias__1,Majaess_61__dias__1,NGC_1996__cocd__1"
378,181.37 ,-36.43 ,1.19 ,1.43 ,0.98 ,0.31 ,75.32 ,0.56 ,10.56 ,0.29 ,45,318,181.70 ,182,5.81 ,21.48 ,0.31 ,-13.79 ,0.33 ,0.94 ,13,13.00 ,7.9,5.30 ,-0.15 ,5.30 ,-0.15 ,0
379,181.60 ,6.79 ,0.91 ,1.20 ,0.69 ,0.42 ,27.18 ,2.24 ,10.06 ,0.11 ,677,856,771.81 ,765,38.11 ,-0.97 ,0.10 ,-4.29 ,0.08 ,0.24 ,22,41.52 ,8.8,9.04 ,1.52 ,11.40 ,0.35 ,0
380,182.13 ,-0.20 ,0.70 ,0.97 ,0.50 ,0.48 ,-9.93 ,1.87 ,6.91 ,0.09 ,843,1023,931.17 ,933,44.34 ,-0.28 ,0.15 ,-1.00 ,0.10 ,0.38 ,72,134.77 ,7.8,7.70 ,0.10 ,7.70 ,0.10 ,"FSR_0846__khar__1,Dutra-Bica_83__khar__1,S_242,Sh2_242__khar__1,FSR_0846__dias__1,Majaess_65__dias__1,Dutra_Bica_83__dias__1,Majaess_68__dias__1,COIN-Gaia_23__coin__3"
381,183.70 ,7.05 ,0.90 ,1.44 ,0.56 ,0.61 ,0.92 ,3.57 ,17.35 ,0.06 ,636,782,707.31 ,708,23.69 ,0.48 ,0.08 ,-2.96 ,0.08 ,0.19 ,28,53.04 ,8,10.90 ,0.17 ,10.90 ,0.17 ,0
382,183.71 ,8.02 ,2.75 ,3.00 ,2.53 ,0.16 ,-18.01 ,9.36 ,67.49 ,1.09 ,331,654,482.76 ,477,64.97 ,-6.51 ,0.25 ,-4.00 ,0.21 ,0.56 ,49,58.01 ,8,9.50 ,0.27 ,9.50 ,0.27 ,"FSR_0859__khar__1,FSR_0848__khar__1"
383,186.62 ,2.24 ,0.83 ,0.91 ,0.77 ,0.15 ,-13.79 ,2.12 ,8.49 ,0.07 ,810,912,860.26 ,859,25.36 ,2.29 ,0.21 ,-2.91 ,0.19 ,0.55 ,740,1384.18 ,7.9,6.38 ,2.28 ,8.13 ,0.13 ,"NGC_2168__cgoc__3,NGC_2158__khar__1,Kharchenko_1__khar__1,NGC_2168__khar__1,Koposov_63__khar__1,NGC_2158__dias__1,Kharchenko_1__dias__1,NGC_2168__dias__1,Dutra_Bica_84__dias__1,Koposov_63__dias__1,FSR_0869__dias__1,NGC_2168__cocd__1"
384,187.79 ,-21.09 ,1.41 ,1.55 ,1.29 ,0.16 ,4.11 ,2.20 ,18.36 ,0.17 ,345,477,411.45 ,411,20.28 ,-1.12 ,0.20 ,-1.98 ,0.18 ,0.51 ,178,210.65 ,8.9,7.94 ,1.47 ,10.65 ,0.36 ,"NGC_1662__cgoc__3,NGC_1662__khar__1,NGC_1662__dias__1,NGC_1662__cocd__1"
385,188.05 ,-17.04 ,0.77 ,0.90 ,0.66 ,0.27 ,8.46 ,0.94 ,10.05 ,0.15 ,174,475,321.61 ,320,33.93 ,1.87 ,0.34 ,-3.52 ,0.28 ,0.76 ,38,38.87 ,7,8.44 ,0.17 ,8.98 ,0.14 ,0
386,189.29 ,-0.24 ,1.71 ,2.02 ,1.45 ,0.29 ,-18.05 ,4.95 ,16.35 ,0.18 ,916,1164,1043.37 ,1040,60.07 ,1.52 ,0.12 ,-2.22 ,0.11 ,0.27 ,100,214.15 ,8.7,10.13 ,1.32 ,11.96 ,0.23 ,"FSR_0894__khar__1,FSR_0883__khar__1,FSR_0900__khar__1,Sh2_252C__khar__1,NGC_2175__khar__1,Pismis_27__khar__1,FSR_0894__dias__1,FSR_0883__dias__1,FSR_0900__dias__1,NGC_2175__dias__1,Pismis_27__dias__1,COIN-Gaia_25__coin__1"
387,189.85 ,-0.21 ,0.63 ,0.71 ,0.56 ,0.20 ,-17.37 ,3.21 ,13.62 ,0.05 ,745,884,814.42 ,811,35.01 ,-0.50 ,0.12 ,-2.65 ,0.11 ,0.30 ,80,130.62 ,8.55,9.41 ,1.31 ,10.81 ,0.23 ,"FSR_0894__khar__1,FSR_0894__dias__1,COIN-Gaia_25__coin__3"
388,191.30 ,-1.87 ,1.50 ,1.77 ,1.28 ,0.28 ,-0.30 ,4.23 ,16.00 ,0.24 ,798,1020,905.50 ,909,44.77 ,-0.13 ,0.13 ,-1.47 ,0.09 ,0.29 ,38,71.20 ,8.7,9.18 ,5.04 ,11.10 ,0.21 ,"FSR_0900__khar__1,FSR_0904__khar__1,FSR_0903__khar__1,FSR_0906__khar__1,FSR_0900__dias__1,FSR_0903__dias__1"
389,191.30 ,6.29 ,1.33 ,1.58 ,1.12 ,0.29 ,24.79 ,1.90 ,9.15 ,0.40 ,574,881,722.62 ,715,69.01 ,-1.78 ,0.17 ,-1.85 ,0.16 ,0.37 ,29,47.51 ,7.95,10.80 ,0.19 ,10.80 ,0.19 ,FSR_0905__khar__1
390,191.85 ,-18.65 ,1.56 ,1.95 ,1.24 ,0.36 ,-33.19 ,7.81 ,65.93 ,0.77 ,261,553,404.26 ,407,50.51 ,0.79 ,0.29 ,-4.45 ,0.25 ,0.65 ,77,78.72 ,7.6,7.53 ,0.00 ,7.55 ,-0.06 ,FSR_0920__khar__1
391,192.95 ,6.85 ,1.81 ,2.04 ,1.60 ,0.21 ,-5.80 ,5.39 ,26.59 ,0.15 ,573,821,693.86 ,697,53.80 ,-0.49 ,0.16 ,-2.58 ,0.13 ,0.35 ,59,81.87 ,8.2,8.58 ,-0.08 ,8.58 ,-0.08 ,"Berkeley_23__khar__1,Berkeley_23__dias__1"
392,195.30 ,-1.94 ,2.14 ,2.45 ,1.86 ,0.24 ,-0.71 ,3.15 ,49.96 ,0.29 ,101,343,220.10 ,217,36.46 ,5.78 ,0.42 ,-17.03 ,0.48 ,1.03 ,71,71.00 ,7.8,4.88 ,-0.19 ,4.88 ,-0.19 ,"FSR_0928__khar__1,FSR_0932__khar__1,FSR_0925__khar__1,FSR_0933__khar__1,FSR_0942__khar__1,NGC_2169__khar__1,FSR_0952__khar__1,FSR_0939__khar__1,FSR_0956__khar__1,FSR_0931__khar__1,FSR_0937__khar__1,NGC_2194__khar__1,FSR_0940__khar__1,Skiff_J0614+12.9__khar__1,BDSB_81__khar__1,FSR_0953__khar__1,FSR_0932__dias__1,FSR_0942__dias__1,NGC_2169__dias__1,FSR_0952__dias__1,FSR_0939__dias__1,FSR_0956__dias__1,FSR_0937__dias__1,NGC_2194__dias__1,FSR_0940__dias__1,Skiff_J0614+12.9__dias__1,Ivanov_2__dias__1,FSR_0953__dias__1,NGC_2169__cocd__1"
393,195.33 ,-12.00 ,2.34 ,2.66 ,2.05 ,0.23 ,19.94 ,4.88 ,41.56 ,0.15 ,316,498,404.06 ,404,26.87 ,1.26 ,0.51 ,-2.22 ,0.39 ,1.19 ,740,873.95 ,7,5.45 ,-0.24 ,6.70 ,-0.25 ,"Collinder_69__cgoc__3,Collinder_69__khar__1,FSR_0930__khar__1,B_35__khar__1,Collinder_69__dias__1,Collinder_69__cocd__1"
394,195.66 ,-18.11 ,0.43 ,0.47 ,0.38 ,0.19 ,8.21 ,1.85 ,7.95 ,0.06 ,745,861,805.47 ,802,24.32 ,-0.52 ,0.10 ,-2.03 ,0.10 ,0.28 ,27,51.05 ,7.9,8.67 ,-0.02 ,8.67 ,-0.02 ,0
395,196.96 ,0.31 ,0.70 ,0.78 ,0.62 ,0.20 ,-12.36 ,2.06 ,7.27 ,0.09 ,845,1101,979.00 ,973,59.96 ,0.01 ,0.16 ,-2.11 ,0.19 ,0.43 ,35,74.33 ,8.2,8.45 ,0.19 ,10.91 ,0.17 ,"FSR_0951__khar__1,FSR_0962__khar__1,FSR_0955__khar__1,FSR_0957__khar__1,FSR_0957__dias__1"
